TRADENO	TRADETIME	SECBOARD	SECCODE	PRICE	VOLUME	ACCRUEDINT	YIELD	VALUE
003422597290	090252	SPEQ	AFKS	28.7070000000	1000	0.00	0.00	28707.00
003422597291	090252	SPEQ	AFKS	28.7070000000	1000	0.00	0.00	28707.00
003422597292	090252	SPEQ	AFKS	28.7070000000	77000	0.00	0.00	2210439.00
003422597293	090252	SPEQ	AFKS	28.7070000000	1000	0.00	0.00	28707.00
003422597294	090252	SPEQ	AFKS	28.7070000000	9000	0.00	0.00	258363.00
003422597295	090252	SPEQ	AFKS	28.7070000000	1000	0.00	0.00	28707.00
003422597296	090252	SPEQ	AFKS	28.7070000000	5000	0.00	0.00	143535.00
003422597297	090252	SPEQ	AFKS	28.7070000000	90000	0.00	0.00	2583630.00
003422597298	090252	SPEQ	AFKS	28.7070000000	1004000	0.00	0.00	28821828.00
003422597299	090252	SPEQ	AFKS	28.7070000000	2000	0.00	0.00	57414.00
003422597300	090252	SPEQ	AFKS	28.7070000000	10000	0.00	0.00	287070.00
003422597301	090252	SPEQ	AFKS	28.7070000000	4000	0.00	0.00	114828.00
003422597302	090252	SPEQ	AFKS	28.7070000000	5000	0.00	0.00	143535.00
003422597303	090252	SPEQ	AFKS	28.7070000000	1000	0.00	0.00	28707.00
003422597304	090252	SPEQ	MAIL	2047.4000000000	40	0.00	0.00	81896.00
003422597305	090252	SPEQ	MAIL	2047.4000000000	40	0.00	0.00	81896.00
003422597306	090252	SPEQ	MAIL	2047.4000000000	1910	0.00	0.00	3910534.00
003422597307	090252	SPEQ	MAIL	2047.4000000000	18310	0.00	0.00	37487894.00
003422597308	090252	SPEQ	MAIL	2047.4000000000	30	0.00	0.00	61422.00
003422597309	090252	SPEQ	MAIL	2047.4000000000	30	0.00	0.00	61422.00
003422597310	090252	SPEQ	MAIL	2047.4000000000	510	0.00	0.00	1044174.00
003422597311	090252	SPEQ	MAIL	2047.4000000000	150	0.00	0.00	307110.00
003422597312	090252	SPEQ	MAIL	2047.4000000000	50	0.00	0.00	102370.00
003422597313	090252	SPEQ	MAIL	2047.4000000000	40	0.00	0.00	81896.00
003422597314	090252	SPEQ	MAIL	2047.4000000000	26650	0.00	0.00	54563210.00
003422597315	090252	SPEQ	MAIL	2047.4000000000	370	0.00	0.00	757538.00
003422597316	090252	SPEQ	MAIL	2047.4000000000	10	0.00	0.00	20474.00
003422597317	090252	SPEQ	MAIL	2047.4000000000	20	0.00	0.00	40948.00
003422597318	090252	SPEQ	MAIL	2047.4000000000	50	0.00	0.00	102370.00
003422597319	090252	SPEQ	MAIL	2047.4000000000	70	0.00	0.00	143318.00
003422597320	090252	SPEQ	MAIL	2047.4000000000	350	0.00	0.00	716590.00
003422597321	090252	SPEQ	MAIL	2047.4000000000	1340	0.00	0.00	2743516.00
003422597322	090252	SPEQ	MAIL	2047.4000000000	70	0.00	0.00	143318.00
003422597323	090252	SPEQ	MAIL	2047.4000000000	100	0.00	0.00	204740.00
003422597324	090252	SPEQ	MAIL	2047.4000000000	140	0.00	0.00	286636.00
003422597325	090252	SPEQ	MAIL	2047.4000000000	1000	0.00	0.00	2047400.00
003422597326	090252	SPEQ	MAIL	2047.4000000000	40	0.00	0.00	81896.00
003422597327	090252	SPEQ	MAIL	2047.4000000000	410	0.00	0.00	839434.00
003422597328	090252	SPEQ	MAIL	2047.4000000000	90	0.00	0.00	184266.00
003422597329	090252	SPEQ	MAIL	2047.4000000000	1310	0.00	0.00	2682094.00
003422597330	090252	SPEQ	MAIL	2047.4000000000	220	0.00	0.00	450428.00
003422597331	090252	SPEQ	MAIL	2047.4000000000	30	0.00	0.00	61422.00
003422597332	090252	SPEQ	MAIL	2047.4000000000	10	0.00	0.00	20474.00
003422597333	090252	SPEQ	MAIL	2047.4000000000	100	0.00	0.00	204740.00
003422597334	090252	SPEQ	MAIL	2047.4000000000	60	0.00	0.00	122844.00
003422597335	090252	SPEQ	MAIL	2047.4000000000	10	0.00	0.00	20474.00
003422597336	090252	SPEQ	MAIL	2047.4000000000	10	0.00	0.00	20474.00
003422597337	090252	SPEQ	MAIL	2047.4000000000	10	0.00	0.00	20474.00
003422597338	090252	SPEQ	MAIL	2047.4000000000	30	0.00	0.00	61422.00
003422597339	090252	SPEQ	MAIL	2047.4000000000	280	0.00	0.00	573272.00
003422597340	090252	SPEQ	MAIL	2047.4000000000	10	0.00	0.00	20474.00
003422597341	090252	SPEQ	POLY	1705.7000000000	60	0.00	0.00	102342.00
003422597342	090252	SPEQ	POLY	1705.7000000000	1650	0.00	0.00	2814405.00
003422597343	090252	SPEQ	POLY	1705.7000000000	100	0.00	0.00	170570.00
003422597344	090252	SPEQ	POLY	1705.7000000000	20	0.00	0.00	34114.00
003422597345	090252	SPEQ	POLY	1705.7000000000	160	0.00	0.00	272912.00
003422597346	090253	SPEQ	POLY	1705.7000000000	340	0.00	0.00	579938.00
003422597347	090253	SPEQ	POLY	1705.7000000000	10	0.00	0.00	17057.00
003422597348	090253	SPEQ	POLY	1705.7000000000	50	0.00	0.00	85285.00
003422597349	090253	SPEQ	POLY	1705.7000000000	500	0.00	0.00	852850.00
003422597350	090253	SPEQ	POLY	1705.7000000000	10	0.00	0.00	17057.00
003422597351	090253	SPEQ	POLY	1705.7000000000	20	0.00	0.00	34114.00
003422597352	090253	SPEQ	POLY	1705.7000000000	150	0.00	0.00	255855.00
003422597353	090253	SPEQ	POLY	1705.7000000000	30	0.00	0.00	51171.00
003422597354	090253	SPEQ	POLY	1705.7000000000	10	0.00	0.00	17057.00
003422597355	090253	SPEQ	POLY	1705.7000000000	20	0.00	0.00	34114.00
003422597356	090253	SPEQ	POLY	1705.7000000000	10	0.00	0.00	17057.00
003422597357	090253	SPEQ	POLY	1705.7000000000	200	0.00	0.00	341140.00
003422597358	090253	SPEQ	IRAO	5.2517000000	30000	0.00	0.00	157551.00
003422597359	090253	SPEQ	IRAO	5.2517000000	20000	0.00	0.00	105034.00
003422597360	090253	SPEQ	IRAO	5.2517000000	30000	0.00	0.00	157551.00
003422597361	090253	SPEQ	IRAO	5.2517000000	10000	0.00	0.00	52517.00
003422597362	090253	SPEQ	IRAO	5.2517000000	480000	0.00	0.00	2520816.00
003422597363	090253	SPEQ	IRAO	5.2517000000	30000	0.00	0.00	157551.00
003422597364	090253	SPEQ	IRAO	5.2517000000	420000	0.00	0.00	2205714.00
003422597794	093553	PSRP	MOEX	-7.0000000000	68970	0.00	0.00	11237144.16
003422597797	093553	PSRP	MOEX	-7.0000000000	500	0.00	0.00	81464.00
003422597800	093553	PSRP	MOEX	-7.0000000000	1200	0.00	0.00	195513.60
003422597803	093553	PSRP	MOEX	-7.0000000000	180	0.00	0.00	29327.04
003422597806	093553	PSRP	MOEX	-7.0000000000	50	0.00	0.00	8146.40
003422597809	093553	PSRP	MOEX	-7.0000000000	20	0.00	0.00	3258.56
003422597812	093553	PSRP	MOEX	-7.0000000000	4670	0.00	0.00	760873.76
003422597815	093554	PSRP	MOEX	-7.0000000000	10	0.00	0.00	1629.28
003422597818	093554	PSRP	MOEX	-7.0000000000	17780	0.00	0.00	2896859.84
003422597821	093554	PSRP	MOEX	-7.0000000000	23170	0.00	0.00	3775041.76
003422597824	093554	PSRP	MOEX	-7.0000000000	90	0.00	0.00	14663.52
003422597827	093554	PSRP	MOEX	-7.0000000000	80	0.00	0.00	13034.24
003422597830	093554	PSRP	ALRS	-7.0000000000	4000	0.00	0.00	383816.00
003422597833	093554	PSRP	ALRS	-7.0000000000	750	0.00	0.00	71965.50
003422597836	093554	PSRP	ALRS	-7.0000000000	30000	0.00	0.00	2878620.00
003422597839	093554	PSRP	ALRS	-7.0000000000	50	0.00	0.00	4797.70
003422597842	093554	PSRP	ALRS	-7.0000000000	2790	0.00	0.00	267711.66
003422597845	093554	PSRP	ALRS	-7.0000000000	1500	0.00	0.00	143931.00
003422597848	093554	PSRP	ALRS	-7.0000000000	550	0.00	0.00	52774.70
003422597851	093554	PSRP	BANEP	-7.0000000000	3	0.00	0.00	3603.00
003422597854	093554	PSRP	BANEP	-7.0000000000	10	0.00	0.00	12010.00
003422597857	093554	PSRP	MTLR	-7.0000000000	39	0.00	0.00	2469.48
003422597860	093554	PSRP	RSTI	-7.0000000000	11214000	0.00	0.00	19283370.12
003422597863	093554	PSRP	RSTI	-7.0000000000	17900000	0.00	0.00	30780482.00
003422597866	093554	PSRP	RSTI	-7.0000000000	2000	0.00	0.00	3439.16
003422597869	093554	PSRP	RSTI	-7.0000000000	1500000	0.00	0.00	2579370.00
003422597872	093554	PSRP	FEES	-7.0000000000	60000	0.00	0.00	12689.22
003422597875	093554	PSRP	FEES	-7.0000000000	20000	0.00	0.00	4229.74
003422597878	093554	PSRP	FEES	-7.0000000000	10000	0.00	0.00	2114.87
003422597881	093554	PSRP	HYDR	-7.0000000000	400000	0.00	0.00	309228.00
003422597884	093554	PSRP	HYDR	-7.0000000000	7000	0.00	0.00	5411.49
003422597887	093554	PSRP	HYDR	-7.0000000000	5000	0.00	0.00	3865.35
003422597890	093554	PSRP	HYDR	-7.0000000000	40000	0.00	0.00	30922.80
003422597893	093554	PSRP	HYDR	-7.0000000000	1000	0.00	0.00	773.07
003422597896	093554	PSRP	AFKS	-7.0000000000	200	0.00	0.00	5760.58
003422597899	093554	PSRP	AFKS	-7.0000000000	210000	0.00	0.00	6048609.00
003422597902	093554	PSRP	AFKS	-7.0000000000	300	0.00	0.00	8640.87
003422597905	093554	PSRP	SBERP	-7.0000000000	110	0.00	0.00	27321.91
003422597908	093554	PSRP	SBERP	-7.0000000000	10	0.00	0.00	2483.81
003422597911	093554	PSRP	SBERP	-7.0000000000	2000	0.00	0.00	496762.00
003422597914	093554	PSRP	SBERP	-7.0000000000	80	0.00	0.00	19870.48
003422597917	093554	PSRP	SBERP	-7.0000000000	50	0.00	0.00	12419.05
003422597920	093554	PSRP	SBERP	-7.0000000000	90	0.00	0.00	22354.29
003422597923	093554	PSRP	SBERP	-7.0000000000	100	0.00	0.00	24838.10
003422597926	093554	PSRP	SBERP	-7.0000000000	2600	0.00	0.00	645790.60
003422597929	093554	PSRP	SBERP	-7.0000000000	120	0.00	0.00	29805.72
003422597932	093554	PSRP	SBERP	-7.0000000000	1900	0.00	0.00	471923.90
003422597935	093554	PSRP	SBER	-7.0000000000	1500	0.00	0.00	417283.50
003422597938	093554	PSRP	SBER	-7.0000000000	10	0.00	0.00	2781.89
003422597941	093554	PSRP	SBER	-7.0000000000	150	0.00	0.00	41728.35
003422597944	093554	PSRP	SBER	-7.0000000000	17250	0.00	0.00	4798760.25
003422597947	093554	PSRP	SBER	-7.0000000000	380	0.00	0.00	105711.82
003422597950	093554	PSRP	SBER	-7.0000000000	500	0.00	0.00	139094.50
003422597953	093554	PSRP	SBER	-7.0000000000	20	0.00	0.00	5563.78
003422597956	093554	PSRP	SBER	-7.0000000000	1200	0.00	0.00	333826.80
003422597959	093554	PSRP	SBER	-7.0000000000	19000	0.00	0.00	5285591.00
003422597962	093554	PSRP	SBER	-7.0000000000	130	0.00	0.00	36164.57
003422597965	093554	PSRP	SBER	-7.0000000000	2000	0.00	0.00	556378.00
003422597968	093554	PSRP	SBER	-7.0000000000	40	0.00	0.00	11127.56
003422597971	093554	PSRP	SBER	-7.0000000000	80	0.00	0.00	22255.12
003422597974	093555	PSRP	SBER	-7.0000000000	7500	0.00	0.00	2086417.50
003422597977	093555	PSRP	SBER	-7.0000000000	30	0.00	0.00	8345.67
003422597980	093555	PSRP	SBER	-7.0000000000	300	0.00	0.00	83456.70
003422597983	093555	PSRP	SBER	-7.0000000000	200	0.00	0.00	55637.80
003422597986	093555	PSRP	SBER	-7.0000000000	90	0.00	0.00	25037.01
003422597989	093555	PSRP	SBER	-7.0000000000	5260	0.00	0.00	1463274.14
003422597992	093555	PSRP	SBER	-7.0000000000	8500	0.00	0.00	2364606.50
003422597995	093555	PSRP	SBER	-7.0000000000	100	0.00	0.00	27818.90
003422597998	093555	PSRP	SBER	-7.0000000000	50	0.00	0.00	13909.45
003422598001	093555	PSRP	SBER	-7.0000000000	450	0.00	0.00	125185.05
003422598004	093555	PSRP	SBER	-7.0000000000	140	0.00	0.00	38946.46
003422598007	093555	PSRP	SBER	-7.0000000000	3800	0.00	0.00	1057118.20
003422598010	093555	PSRP	SBER	-7.0000000000	60	0.00	0.00	16691.34
003422598013	093555	PSRP	SBER	-7.0000000000	440	0.00	0.00	122403.16
003422598016	093555	PSRP	SBER	-7.0000000000	220	0.00	0.00	61201.58
003422598019	093555	PSRP	SBER	-7.0000000000	115000	0.00	0.00	31991735.00
003422598022	093555	PSRP	SBER	-7.0000000000	2150	0.00	0.00	598106.35
003422598025	093555	PSRP	SBER	-7.0000000000	1100	0.00	0.00	306007.90
003422598028	093555	PSRP	SBER	-7.0000000000	560	0.00	0.00	155785.84
003422598031	093555	PSRP	SBER	-7.0000000000	5590	0.00	0.00	1555076.51
003422598034	093555	PSRP	SBER	-7.0000000000	4000	0.00	0.00	1112756.00
003422598037	093555	PSRP	SBER	-7.0000000000	44980	0.00	0.00	12512941.22
003422598040	093555	PSRP	SBER	-7.0000000000	1600	0.00	0.00	445102.40
003422598043	093555	PSRP	SBER	-7.0000000000	1450	0.00	0.00	403374.05
003422598046	093555	PSRP	SBER	-7.0000000000	5200	0.00	0.00	1446582.80
003422598049	093555	PSRP	SBER	-7.0000000000	230	0.00	0.00	63983.47
003422598052	093555	PSRP	VTBR	-7.0000000000	130000	0.00	0.00	4965.61
003422598055	093555	PSRP	VTBR	-7.0000000000	7000000	0.00	0.00	267379.00
003422598058	093555	PSRP	VTBR	-7.0000000000	10000	0.00	0.00	381.97
003422598061	093555	PSRP	VTBR	-7.0000000000	700000	0.00	0.00	26737.90
003422598064	093555	PSRP	VTBR	-7.0000000000	3000000	0.00	0.00	114591.00
003422598067	093555	PSRP	VTBR	-7.0000000000	680000	0.00	0.00	25973.96
003422598070	093555	PSRP	UPRO	-7.0000000000	40000	0.00	0.00	110774.40
003422598073	093556	PSRP	UPRO	-7.0000000000	3000	0.00	0.00	8308.08
003422598076	093556	PSRP	UPRO	-7.0000000000	18000	0.00	0.00	49848.48
003422598079	093556	PSRP	SNGSP	-7.0000000000	200	0.00	0.00	7969.50
003422598082	093556	PSRP	SNGS	-7.0000000000	20000	0.00	0.00	700476.00
003422598085	093556	PSRP	SNGS	-7.0000000000	6000	0.00	0.00	210142.80
003422598088	093556	PSRP	NVTK	-7.0000000000	1	0.00	0.00	1191.67
003422598091	093556	PSRP	NVTK	-7.0000000000	200	0.00	0.00	238334.00
003422598094	093556	PSRP	NVTK	-7.0000000000	3	0.00	0.00	3575.01
003422598097	093556	PSRP	NVTK	-7.0000000000	7	0.00	0.00	8341.69
003422598100	093556	PSRP	MGNT	-7.0000000000	6	0.00	0.00	32403.78
003422598103	093556	PSRP	MGNT	-7.0000000000	30	0.00	0.00	162018.90
003422598106	093556	PSRP	MGNT	-7.0000000000	3	0.00	0.00	16201.89
003422598109	093556	PSRP	MGNT	-7.0000000000	1	0.00	0.00	5400.63
003422598112	093556	PSRP	MGNT	-7.0000000000	10	0.00	0.00	54006.30
003422598115	093556	PSRP	MGNT	-7.0000000000	375	0.00	0.00	2025236.25
003422598118	093556	PSRP	GAZP	-7.0000000000	30	0.00	0.00	6415.53
003422598121	093556	PSRP	GAZP	-7.0000000000	600	0.00	0.00	128310.60
003422598124	093556	PSRP	GAZP	-7.0000000000	10	0.00	0.00	2138.51
003422598127	093556	PSRP	GAZP	-7.0000000000	60	0.00	0.00	12831.06
003422598130	093556	PSRP	GAZP	-7.0000000000	7000	0.00	0.00	1496957.00
003422598133	093556	PSRP	GAZP	-7.0000000000	100	0.00	0.00	21385.10
003422598136	093556	PSRP	GAZP	-7.0000000000	400	0.00	0.00	85540.40
003422598139	093556	PSRP	GAZP	-7.0000000000	20	0.00	0.00	4277.02
003422598142	093556	PSRP	GAZP	-7.0000000000	250	0.00	0.00	53462.75
003422598145	093556	PSRP	GAZP	-7.0000000000	300	0.00	0.00	64155.30
003422598148	093556	PSRP	GAZP	-7.0000000000	3080	0.00	0.00	658661.08
003422598151	093556	PSRP	GAZP	-7.0000000000	6000	0.00	0.00	1283106.00
003422598154	093556	PSRP	GAZP	-7.0000000000	150	0.00	0.00	32077.65
003422598157	093556	PSRP	GAZP	-7.0000000000	40	0.00	0.00	8554.04
003422598160	093557	PSRP	GAZP	-7.0000000000	90	0.00	0.00	19246.59
003422598163	093557	PSRP	GAZP	-7.0000000000	3100	0.00	0.00	662938.10
003422598166	093557	PSRP	AFLT	-7.0000000000	100	0.00	0.00	7100.70
003422598169	093557	PSRP	AFLT	-7.0000000000	1800	0.00	0.00	127812.60
003422598172	093557	PSRP	AFLT	-7.0000000000	2950	0.00	0.00	209470.65
003422598175	093557	PSRP	AFLT	-7.0000000000	3000	0.00	0.00	213021.00
003422598178	093557	PSRP	AFLT	-7.0000000000	2400	0.00	0.00	170416.80
003422598181	093557	PSRP	AFLT	-7.0000000000	14890	0.00	0.00	1057294.23
003422598184	093557	PSRP	AFLT	-7.0000000000	2000	0.00	0.00	142014.00
003422598187	093557	PSRP	AFLT	-7.0000000000	10	0.00	0.00	710.07
003422598190	093557	PSRP	AFLT	-7.0000000000	30	0.00	0.00	2130.21
003422598193	093557	PSRP	SIBN	-7.0000000000	10	0.00	0.00	3279.76
003422598196	093557	PSRP	SIBN	-7.0000000000	20	0.00	0.00	6559.52
003422598199	093557	PSRP	ROSN	-7.0000000000	29000	0.00	0.00	12822524.00
003422598202	093557	PSRP	ROSN	-7.0000000000	6000	0.00	0.00	2652936.00
003422598205	093557	PSRP	ROSN	-7.0000000000	20	0.00	0.00	8843.12
003422598208	093557	PSRP	ROSN	-7.0000000000	300	0.00	0.00	132646.80
003422598211	093557	PSRP	ROSN	-7.0000000000	4940	0.00	0.00	2184250.64
003422598214	093557	PSRP	ROSN	-7.0000000000	2400	0.00	0.00	1061174.40
003422598217	093557	PSRP	ROSN	-7.0000000000	4000	0.00	0.00	1768624.00
003422598220	093557	PSRP	ROSN	-7.0000000000	210	0.00	0.00	92852.76
003422598223	093557	PSRP	ROSN	-7.0000000000	10	0.00	0.00	4421.56
003422598226	093557	PSRP	ROSN	-7.0000000000	100	0.00	0.00	44215.60
003422598229	093557	PSRP	ROSN	-7.0000000000	2100	0.00	0.00	928527.60
003422598232	093557	PSRP	ROSN	-7.0000000000	230	0.00	0.00	101695.88
003422598235	093557	PSRP	RASP	-7.0000000000	460	0.00	0.00	68673.40
003422598238	093557	PSRP	RASP	-7.0000000000	10	0.00	0.00	1492.90
003422598241	093557	PSRP	PLZL	-7.0000000000	814	0.00	0.00	12420459.70
003422598244	093557	PSRP	PLZL	-7.0000000000	5	0.00	0.00	76292.75
003422598247	093558	PSRP	PLZL	-7.0000000000	250	0.00	0.00	3814637.50
003422598250	093558	PSRP	PLZL	-7.0000000000	127	0.00	0.00	1937835.85
003422598253	093558	PSRP	PLZL	-7.0000000000	13	0.00	0.00	198361.15
003422598256	093558	PSRP	PLZL	-7.0000000000	6	0.00	0.00	91551.30
003422598259	093558	PSRP	PLZL	-7.0000000000	24	0.00	0.00	366205.20
003422598262	093558	PSRP	PLZL	-7.0000000000	30	0.00	0.00	457756.50
003422598265	093558	PSRP	PLZL	-7.0000000000	1	0.00	0.00	15258.55
003422598268	093558	PSRP	NLMK	-7.0000000000	240	0.00	0.00	50947.68
003422598271	093558	PSRP	NLMK	-7.0000000000	4200	0.00	0.00	891584.40
003422598274	093558	PSRP	NLMK	-7.0000000000	700	0.00	0.00	148597.40
003422598277	093558	PSRP	NLMK	-7.0000000000	390	0.00	0.00	82789.98
003422598280	093558	PSRP	NLMK	-7.0000000000	600	0.00	0.00	127369.20
003422598283	093558	PSRP	MTSS	-7.0000000000	50	0.00	0.00	16125.00
003422598286	093558	PSRP	MTSS	-7.0000000000	10	0.00	0.00	3225.00
003422598289	093558	PSRP	MAGN	-7.0000000000	710	0.00	0.00	37702.42
003422598292	093558	PSRP	MAGN	-7.0000000000	18000	0.00	0.00	955836.00
003422598295	093558	PSRP	MAGN	-7.0000000000	140000	0.00	0.00	7434280.00
003422598298	093558	PSRP	GMKN	-7.0000000000	10	0.00	0.00	234389.50
003422598301	093558	PSRP	GMKN	-7.0000000000	2	0.00	0.00	46877.90
003422598304	093558	PSRP	GMKN	-7.0000000000	45	0.00	0.00	1054752.75
003422598307	093558	PSRP	GMKN	-7.0000000000	5	0.00	0.00	117194.75
003422598310	093558	PSRP	GMKN	-7.0000000000	55	0.00	0.00	1289142.25
003422598313	093558	PSRP	GMKN	-7.0000000000	65	0.00	0.00	1523531.75
003422598316	093558	PSRP	CHMF	-7.0000000000	917	0.00	0.00	1139959.38
003422598319	093558	PSRP	CHMF	-7.0000000000	400	0.00	0.00	497256.00
003422598322	093558	PSRP	CHMF	-7.0000000000	38	0.00	0.00	47239.32
003422598325	093558	PSRP	CHMF	-7.0000000000	2	0.00	0.00	2486.28
003422598328	093558	PSRP	CHMF	-7.0000000000	108	0.00	0.00	134259.12
003422598331	093558	PSRP	CHMF	-7.0000000000	6	0.00	0.00	7458.84
003422598334	093558	PSRP	CHMF	-7.0000000000	14	0.00	0.00	17403.96
003422598337	093558	PSRP	CHMF	-7.0000000000	25	0.00	0.00	31078.50
003422598340	093558	PSRP	CHMF	-7.0000000000	1	0.00	0.00	1243.14
003422598343	093558	PSRP	CHMF	-7.0000000000	50	0.00	0.00	62157.00
003422598346	093558	PSRP	TATNP	-7.0000000000	20	0.00	0.00	9581.40
003422598349	093558	PSRP	TATNP	-7.0000000000	200	0.00	0.00	95814.00
003422598352	093558	PSRP	TATN	-7.0000000000	1	0.00	0.00	511.86
003422598355	093558	PSRP	TATN	-7.0000000000	2000	0.00	0.00	1023720.00
003422598358	093558	PSRP	TATN	-7.0000000000	100	0.00	0.00	51186.00
003422598361	093558	PSRP	TATN	-7.0000000000	1000	0.00	0.00	511860.00
003422598364	093558	PSRP	TATN	-7.0000000000	40	0.00	0.00	20474.40
003422598367	093558	PSRP	RTKM	-7.0000000000	100	0.00	0.00	9547.10
003422598370	093558	PSRP	RTKM	-7.0000000000	160	0.00	0.00	15275.36
003422598373	093558	PSRP	MSNG	-7.0000000000	1000	0.00	0.00	2064.71
003422598376	093558	PSRP	LKOH	-7.0000000000	200	0.00	0.00	1027922.00
003422598379	093558	PSRP	LKOH	-7.0000000000	3	0.00	0.00	15418.83
003422598382	093558	PSRP	LKOH	-7.0000000000	550	0.00	0.00	2826785.50
003422598385	093558	PSRP	LKOH	-7.0000000000	5	0.00	0.00	25698.05
003422598388	093558	PSRP	LKOH	-7.0000000000	2	0.00	0.00	10279.22
003422598391	093558	PSRP	LKOH	-7.0000000000	400	0.00	0.00	2055844.00
003422598394	093558	PSRP	LKOH	-7.0000000000	18	0.00	0.00	92512.98
003422598397	093558	PSRP	LKOH	-7.0000000000	1	0.00	0.00	5139.61
003422598400	093558	PSRP	LKOH	-7.0000000000	300	0.00	0.00	1541883.00
003422598403	093559	PSRP	MOEX	-7.0000000000	50	0.00	0.00	8146.40
003422598406	093559	PSRP	MOEX	-7.0000000000	20	0.00	0.00	3258.56
003422598409	093559	PSRP	RSTI	-7.0000000000	2000	0.00	0.00	3439.16
003422598412	093559	PSRP	SBERP	-7.0000000000	100	0.00	0.00	24838.10
003422598415	093559	PSRP	SBERP	-7.0000000000	2000	0.00	0.00	496762.00
003422598418	093559	PSRP	SBER	-7.0000000000	1200	0.00	0.00	333826.80
003422598421	093559	PSRP	SBER	-7.0000000000	20	0.00	0.00	5563.78
003422598424	093559	PSRP	SBER	-7.0000000000	40	0.00	0.00	11127.56
003422598427	093559	PSRP	SBER	-7.0000000000	10	0.00	0.00	2781.89
003422598430	093559	PSRP	SBER	-7.0000000000	200	0.00	0.00	55637.80
003422598433	093559	PSRP	SBER	-7.0000000000	150	0.00	0.00	41728.35
003422598436	093559	PSRP	SBER	-7.0000000000	2000	0.00	0.00	556378.00
003422598439	093559	PSRP	SBER	-7.0000000000	450	0.00	0.00	125185.05
003422598442	093559	PSRP	SBER	-7.0000000000	100	0.00	0.00	27818.90
003422598445	093559	PSRP	SBER	-7.0000000000	60	0.00	0.00	16691.34
003422598448	093559	PSRP	SBER	-7.0000000000	80	0.00	0.00	22255.12
003422598451	093559	PSRP	SBER	-7.0000000000	50	0.00	0.00	13909.45
003422598454	093559	PSRP	SBER	-7.0000000000	1500	0.00	0.00	417283.50
003422598457	093559	PSRP	SBER	-7.0000000000	500	0.00	0.00	139094.50
003422598460	093600	PSRP	GAZP	-7.0000000000	10	0.00	0.00	2138.51
003422598463	093600	PSRP	GAZP	-7.0000000000	150	0.00	0.00	32077.65
003422598466	093600	PSRP	SIBN	-7.0000000000	10	0.00	0.00	3279.76
003422598469	093600	PSRP	ROSN	-7.0000000000	20	0.00	0.00	8843.12
003422598472	093600	PSRP	ROSN	-7.0000000000	10	0.00	0.00	4421.56
003422598475	093600	PSRP	PLZL	-7.0000000000	13	0.00	0.00	198361.15
003422598478	093600	PSRP	MTSS	-7.0000000000	50	0.00	0.00	16125.00
003422598481	093600	PSRP	GMKN	-7.0000000000	2	0.00	0.00	46877.90
003422598484	093600	PSRP	TATN	-7.0000000000	1	0.00	0.00	511.86
003422598487	093600	PSRP	LKOH	-7.0000000000	5	0.00	0.00	25698.05
003422598490	093600	PSRP	SBER	-7.0000000000	20	0.00	0.00	5563.78
003422598493	093600	PSRP	SBER	-7.0000000000	100	0.00	0.00	27818.90
003422598496	093600	PSRP	SBER	-7.0000000000	150	0.00	0.00	41728.35
003422598499	093600	PSRP	SBER	-7.0000000000	50	0.00	0.00	13909.45
003422598502	093600	PSRP	SBER	-7.0000000000	10	0.00	0.00	2781.89
003422598505	093600	PSRP	SBER	-7.0000000000	40	0.00	0.00	11127.56
003422598508	093600	PSRP	SBER	-7.0000000000	60	0.00	0.00	16691.34
003422598511	093600	PSRP	GAZP	-7.0000000000	10	0.00	0.00	2138.51
003422598514	093600	PSRP	SIBN	-7.0000000000	10	0.00	0.00	3279.76
003422598517	093600	PSRP	MTSS	-7.0000000000	50	0.00	0.00	16125.00
003422598520	093600	PSRP	GMKN	-7.0000000000	2	0.00	0.00	46877.90
003422598523	093601	PSRP	SBER	-7.0000000000	20	0.00	0.00	5563.78
003422598526	093601	PSRP	SBER	-7.0000000000	10	0.00	0.00	2781.89
003422598529	093601	PSRP	SBER	-7.0000000000	100	0.00	0.00	27818.90
003422598532	093601	PSRP	SBER	-7.0000000000	50	0.00	0.00	13909.45
003422598535	093601	PSRP	GAZP	-7.0000000000	10	0.00	0.00	2138.51
003422598538	093601	PSRP	GMKN	-7.0000000000	2	0.00	0.00	46877.90
003422598541	093601	PSRP	SBER	-7.0000000000	20	0.00	0.00	5563.78
003422598544	093601	PSRP	SBER	-7.0000000000	20	0.00	0.00	5563.78
003422598585	093908	PSRP	MTSS	-7.0000000000	1450	0.00	0.00	467625.00
003422598589	093943	PSRP	GAZP	0.0000000000	500	0.00	0.00	106925.50
003422598592	093943	PSRP	SBER	0.0000000000	180	0.00	0.00	50074.02
003422598595	093943	PSRP	MOEX	0.0000000000	4000	0.00	0.00	651712.00
003422598598	093943	PSRP	MGNT	0.0000000000	125	0.00	0.00	675078.75
003422598601	093943	PSRP	GMKN	0.0000000000	10	0.00	0.00	234389.50
003422598604	093943	PSRP	SBER	0.0000000000	3000	0.00	0.00	834567.00
003422598607	093943	PSRP	SBER	0.0000000000	110	0.00	0.00	30600.79
003422598610	093943	PSRP	SBER	0.0000000000	3000	0.00	0.00	834567.00
003422598613	093943	PSRP	SBER	0.0000000000	3000	0.00	0.00	834567.00
003422598616	093943	PSRP	POLY	0.0000000000	380	0.00	0.00	648067.20
